COOP:280325,ATLANTIC CITY NJ US,200501,339,345
COOP:280325,ATLANTIC CITY NJ US,200502,232,368
COOP:280325,ATLANTIC CITY NJ US,200503,392,392
COOP:280325,ATLANTIC CITY NJ US,200504,278,522
COOP:280325,ATLANTIC CITY NJ US,200505,444,565
COOP:280325,ATLANTIC CITY NJ US,200506,259,698
COOP:280325,ATLANTIC CITY NJ US,200507,432,763
COOP:280325,ATLANTIC CITY NJ US,200508,172,781
COOP:280325,ATLANTIC CITY NJ US,200509,21,732
COOP:280325,ATLANTIC CITY NJ US,200510,960,603
COOP:280325,ATLANTIC CITY NJ US,200511,361,516
COOP:280325,ATLANTIC CITY NJ US,200512,490,378
COOP:280325,ATLANTIC CITY NJ US,200601,528,429
COOP:280325,ATLANTIC CITY NJ US,200602,279,379
COOP:280325,ATLANTIC CITY NJ US,200603,32,433
COOP:280325,ATLANTIC CITY NJ US,200604,326,541
COOP:280325,ATLANTIC CITY NJ US,200605,330,616
COOP:280325,ATLANTIC CITY NJ US,200606,246,696
COOP:280325,ATLANTIC CITY NJ US,200607,321,768
COOP:280325,ATLANTIC CITY NJ US,200608,44,767
COOP:280325,ATLANTIC CITY NJ US,200609,539,679
COOP:280325,ATLANTIC CITY NJ US,200610,471,582
COOP:280325,ATLANTIC CITY NJ US,200611,809,534
COOP:280325,ATLANTIC CITY NJ US,200612,189,462
COOP:280325,ATLANTIC CITY NJ US,200701,254,411
COOP:280325,ATLANTIC CITY NJ US,200702,279,316
COOP:280325,ATLANTIC CITY NJ US,200703,396,439
COOP:280325,ATLANTIC CITY NJ US,200704,339,503
COOP:280325,ATLANTIC CITY NJ US,200705,102,620
COOP:280325,ATLANTIC CITY NJ US,200706,442,699
COOP:280325,ATLANTIC CITY NJ US,200707,260,729
COOP:280325,ATLANTIC CITY NJ US,200708,566,747
COOP:280325,ATLANTIC CITY NJ US,200709,185,701
COOP:280325,ATLANTIC CITY NJ US,200710,570,648
COOP:280325,ATLANTIC CITY NJ US,200711,199,476
COOP:280325,ATLANTIC CITY NJ US,200712,694,405
COOP:280325,ATLANTIC CITY NJ US,200801,167,374
COOP:280325,ATLANTIC CITY NJ US,200802,521,393
COOP:280325,ATLANTIC CITY NJ US,200803,211,437
COOP:280325,ATLANTIC CITY NJ US,200804,342,515
COOP:280325,ATLANTIC CITY NJ US,200805,520,589
COOP:280325,ATLANTIC CITY NJ US,200806,113,735
COOP:280325,ATLANTIC CITY NJ US,200807,266,755
COOP:280325,ATLANTIC CITY NJ US,200808,209,743
COOP:280325,ATLANTIC CITY NJ US,200809,526,701
COOP:280325,ATLANTIC CITY NJ US,200810,141,579
COOP:280325,ATLANTIC CITY NJ US,200811,715,475
COOP:280325,ATLANTIC CITY NJ US,200812,756,420
COOP:280325,ATLANTIC CITY NJ US,200901,266,325
COOP:280325,ATLANTIC CITY NJ US,200902,58,379
COOP:280325,ATLANTIC CITY NJ US,200903,263,421
COOP:280325,ATLANTIC CITY NJ US,200904,843,535
COOP:280325,ATLANTIC CITY NJ US,200905,322,607
COOP:280325,ATLANTIC CITY NJ US,200906,533,681
COOP:280325,ATLANTIC CITY NJ US,200907,398,738
COOP:280325,ATLANTIC CITY NJ US,200908,764,773
COOP:280325,ATLANTIC CITY NJ US,200909,812,687
COOP:280325,ATLANTIC CITY NJ US,200910,743,587
COOP:280325,ATLANTIC CITY NJ US,200911,674,529
COOP:280325,ATLANTIC CITY NJ US,200912,776,396
COOP:280325,ATLANTIC CITY NJ US,201001,283,347
COOP:280325,ATLANTIC CITY NJ US,201002,761,347
COOP:280325,ATLANTIC CITY NJ US,201003,941,477
COOP:280325,ATLANTIC CITY NJ US,201004,139,558
COOP:280325,ATLANTIC CITY NJ US,201005,341,632
COOP:280325,ATLANTIC CITY NJ US,201006,161,731
COOP:280325,ATLANTIC CITY NJ US,201007,221,784
COOP:280325,ATLANTIC CITY NJ US,201008,472,761
COOP:280325,ATLANTIC CITY NJ US,201009,161,715
COOP:280325,ATLANTIC CITY NJ US,201010,531,598
COOP:280325,ATLANTIC CITY NJ US,201011,187,492
